height_cm,weight_kg,bmi,shoulder_width_ratio,hip_width_ratio,torso_length_ratio,leg_length_ratio,arm_length_ratio,shoulder_hip_ratio,torso_leg_ratio,back_length_ratio,belly_width_ratio,neck_width_ratio,upper_arm_ratio,thigh_ratio,inseam_ratio,arm_span_ratio,chest,waist,hip,shoulder_width_cm,back_length,inseam,thigh_circumference,neck_circumference,arm_circumference,gender_male
177.1,69.6,22.1873,0.2525,0.1747,0.2941,0.4692,0.3475,1.4456,0.6268,0.2695,0.1539,0.0685,0.1911,0.2581,0.4409,0.9475,94.9,85.6,97.1,44.7,47.7,78.1,54.7,38.1,31.7,1.0
157.8,58.8,23.6124,0.2373,0.1901,0.2801,0.4654,0.3368,1.2482,0.6019,0.2605,0.1599,0.0669,0.1852,0.256,0.4383,0.9109,88.6,69.8,94.2,37.4,41.1,69.2,53.1,33.1,27.0,0.0
150.5,51.1,22.5498,0.2367,0.1855,0.2806,0.4562,0.3374,1.2759,0.6151,0.2638,0.1599,0.0659,0.1856,0.2509,0.4393,0.9115,81.2,65.1,87.7,35.6,39.7,66.1,50.5,31.1,25.3,0.0
154.4,53.6,22.4818,0.236,0.1904,0.2795,0.4686,0.3365,1.2395,0.5965,0.2672,0.1582,0.0651,0.1851,0.2577,0.4375,0.909,87.2,68.2,92.3,36.4,41.3,67.6,51.1,31.6,25.5,0.0
166.3,86.3,31.193,0.2596,0.1988,0.2888,0.4691,0.343,1.3057,0.6157,0.2753,0.1719,0.0768,0.1887,0.258,0.4391,0.9456,102.0,87.6,103.8,43.2,45.8,73.0,59.0,40.1,34.6,1.0
176.1,83.9,27.0482,0.256,0.1891,0.2899,0.4638,0.3474,1.3538,0.625,0.2748,0.169,0.074,0.1911,0.2551,0.4421,0.9508,102.5,89.2,104.6,45.1,48.4,77.9,59.2,40.9,34.3,1.0
156.7,58.8,23.9408,0.2392,0.1985,0.2795,0.4629,0.3371,1.205,0.6038,0.2588,0.1627,0.067,0.1854,0.2546,0.4393,0.9133,87.6,69.9,97.7,37.5,40.6,68.9,52.8,33.0,27.1,0.0
158.2,75.6,30.2046,0.26,0.1952,0.2967,0.4669,0.3516,1.3321,0.6354,0.2746,0.1813,0.0756,0.1934,0.2568,0.4425,0.9631,98.4,81.2,96.9,41.1,43.4,70.0,55.6,37.5,32.1,1.0
169.1,63.6,22.2347,0.2503,0.1754,0.2904,0.4673,0.3524,1.427,0.6215,0.2717,0.1594,0.0677,0.1938,0.257,0.4415,0.9551,91.7,79.2,93.1,42.3,45.9,74.7,52.7,36.0,30.5,1.0
159.0,57.9,22.904,0.2374,0.1922,0.2835,0.4699,0.3364,1.2355,0.6032,0.2629,0.1558,0.0654,0.185,0.2585,0.4388,0.9101,87.9,71.3,95.9,37.7,41.8,69.8,53.4,32.7,27.1,0.0
162.7,57.2,21.6219,0.2331,0.1883,0.281,0.4647,0.3419,1.238,0.6046,0.2658,0.1521,0.0644,0.1881,0.2556,0.4426,0.9169,88.3,70.1,96.2,37.9,43.2,72.0,53.3,32.9,27.0,0.0
172.0,57.4,19.3871,0.2348,0.1813,0.2782,0.4647,0.3406,1.2947,0.5986,0.2626,0.1449,0.0623,0.1873,0.2556,0.4366,0.9159,89.3,72.2,97.9,40.4,45.2,75.1,53.3,33.7,27.0,0.0
168.4,92.7,32.6959,0.2651,0.201,0.2875,0.4703,0.3474,1.3185,0.6114,0.2769,0.1793,0.0778,0.1911,0.2586,0.4475,0.9599,105.6,88.2,106.3,44.6,46.6,75.4,60.1,41.2,35.8,1.0
162.7,49.5,18.7006,0.2341,0.1786,0.2821,0.4623,0.34,1.3108,0.6102,0.2611,0.1416,0.0628,0.187,0.2543,0.4368,0.9141,83.3,66.1,91.2,38.1,42.5,71.1,51.0,32.1,25.3,0.0
172.3,74.7,25.1619,0.2576,0.177,0.2932,0.4608,0.3541,1.4556,0.6363,0.27,0.1686,0.0708,0.1948,0.2534,0.443,0.9658,96.6,86.3,95.7,44.4,46.5,76.3,55.4,38.3,32.5,1.0
171.4,69.8,23.7468,0.2495,0.1779,0.2938,0.4686,0.3437,1.4025,0.6271,0.2747,0.1611,0.0703,0.1891,0.2577,0.4428,0.937,94.4,82.0,95.8,42.8,47.1,75.9,54.9,37.9,30.9,1.0
165.2,65.5,24.0204,0.2386,0.194,0.2772,0.4634,0.3396,1.2297,0.5982,0.2654,0.1605,0.067,0.1868,0.2549,0.434,0.9179,90.1,72.8,100.6,39.4,43.8,71.7,55.7,34.8,29.2,0.0
168.2,65.9,23.3016,0.2392,0.1939,0.2776,0.4586,0.3346,1.2334,0.6053,0.2611,0.1581,0.0662,0.184,0.2522,0.4369,0.9084,93.1,76.4,102.4,40.2,43.9,73.5,56.2,35.0,28.8,0.0
174.8,77.4,25.3467,0.2561,0.184,0.2963,0.4671,0.3515,1.3919,0.6343,0.2693,0.1579,0.0718,0.1933,0.2569,0.4398,0.9592,100.8,86.8,101.0,44.8,47.1,76.9,57.5,39.4,33.5,1.0
167.5,76.9,27.418,0.2437,0.2046,0.2806,0.4614,0.3347,1.1909,0.6081,0.2659,0.1738,0.0705,0.1841,0.2538,0.4325,0.9131,99.2,79.6,107.6,40.8,44.5,72.4,60.8,37.1,30.7,0.0
170.1,60.7,20.9716,0.2603,0.1721,0.2898,0.4659,0.3444,1.5124,0.622,0.2754,0.15,0.0659,0.1894,0.2563,0.4444,0.9492,91.3,77.4,91.9,44.3,46.9,75.6,50.6,35.2,30.0,1.0
175.9,62.2,20.0841,0.2513,0.1716,0.2853,0.4647,0.3493,1.4643,0.614,0.27,0.1505,0.0658,0.1921,0.2556,0.4393,0.9499,93.2,80.5,94.8,44.2,47.5,77.3,52.3,36.3,30.5,1.0
169.6,53.2,18.5075,0.2358,0.1784,0.282,0.4652,0.3353,1.3219,0.6062,0.2608,0.1451,0.0611,0.1844,0.2559,0.4395,0.9065,87.1,70.2,95.0,40.0,44.2,74.5,51.7,32.6,26.5,0.0
160.7,57.8,22.375,0.2391,0.1895,0.2868,0.466,0.3381,1.262,0.6155,0.2626,0.1592,0.0656,0.186,0.2563,0.4324,0.9153,87.7,69.5,95.6,38.4,42.2,69.5,52.2,33.1,27.0,0.0
161.8,45.8,17.5082,0.2312,0.175,0.282,0.4572,0.333,1.3215,0.6169,0.2595,0.1502,0.0603,0.1831,0.2514,0.4398,0.8972,80.3,62.5,88.9,37.4,42.0,71.2,48.4,30.6,24.4,0.0
168.7,58.7,20.6323,0.2519,0.1744,0.2895,0.4703,0.3474,1.4445,0.6156,0.2735,0.144,0.0657,0.1911,0.2586,0.4422,0.9467,88.4,72.6,92.4,42.5,46.1,74.6,51.2,34.8,29.7,1.0
173.6,67.6,22.4319,0.2498,0.1779,0.2933,0.467,0.3561,1.404,0.6282,0.2672,0.1576,0.0674,0.1959,0.2568,0.4386,0.9621,94.6,79.6,97.0,43.4,46.4,76.2,54.5,36.7,31.0,1.0
166.7,91.4,32.8843,0.2479,0.2192,0.2804,0.467,0.3359,1.1309,0.6003,0.2643,0.1821,0.0761,0.1847,0.2569,0.4385,0.9196,104.1,86.1,114.8,41.3,44.1,73.1,63.9,39.8,33.3,0.0
157.1,59.7,24.1639,0.2375,0.194,0.2772,0.4594,0.3339,1.2246,0.6034,0.26,0.1577,0.0676,0.1836,0.2527,0.4426,0.9053,89.5,69.5,95.7,37.3,40.8,69.5,53.8,33.3,28.0,0.0
163.0,66.0,24.8559,0.2416,0.1978,0.284,0.4659,0.3412,1.2216,0.6096,0.2642,0.1621,0.0675,0.1877,0.2563,0.4471,0.924,93.1,73.9,101.2,39.4,43.0,72.8,56.8,34.5,28.3,0.0
171.5,66.2,22.5165,0.2592,0.1776,0.2919,0.47,0.3486,1.4595,0.6211,0.2744,0.1583,0.0685,0.1917,0.2585,0.4464,0.9565,91.2,81.8,95.7,44.5,47.1,76.6,54.0,36.9,31.4,1.0
148.4,37.8,17.1516,0.2318,0.1738,0.2795,0.4613,0.3419,1.3339,0.6059,0.2653,0.1437,0.0594,0.188,0.2537,0.4343,0.9156,73.8,57.1,81.0,34.4,39.4,64.5,44.0,27.7,22.3,0.0
160.6,63.2,24.4801,0.2399,0.1971,0.2801,0.4708,0.3363,1.2171,0.5951,0.2682,0.1615,0.0671,0.185,0.2589,0.4348,0.9126,94.2,71.3,99.4,38.5,43.1,69.8,55.4,33.9,28.0,0.0
168.4,62.7,22.0928,0.2557,0.1722,0.2878,0.4586,0.3509,1.4849,0.6275,0.2733,0.1601,0.0687,0.193,0.2522,0.4399,0.9575,90.9,76.4,91.1,43.1,46.0,74.1,52.4,36.3,31.2,1.0
157.3,40.9,16.5197,0.234,0.171,0.2833,0.4643,0.3381,1.3688,0.6102,0.2651,0.1344,0.0591,0.1859,0.2553,0.4322,0.9101,77.9,60.0,84.4,36.8,41.7,68.0,47.4,29.2,23.4,0.0
168.8,71.3,25.0411,0.2378,0.1972,0.282,0.4658,0.341,1.2057,0.6054,0.2591,0.1617,0.0678,0.1875,0.2562,0.4396,0.9197,95.7,75.6,104.5,40.1,43.7,74.2,58.3,35.9,29.7,0.0
167.0,60.2,21.5736,0.2501,0.177,0.2917,0.4674,0.3481,1.4131,0.6241,0.2754,0.1523,0.0674,0.1915,0.2571,0.4456,0.9463,89.1,75.0,92.8,41.8,46.0,74.4,51.6,35.3,29.6,1.0
169.6,75.8,26.3656,0.2616,0.1874,0.2901,0.4619,0.3556,1.3963,0.628,0.2745,0.1656,0.072,0.1956,0.254,0.4447,0.9728,93.9,84.4,99.8,44.4,46.6,75.4,54.2,38.3,32.2,1.0
151.2,55.7,24.3764,0.2395,0.1923,0.2821,0.4565,0.3392,1.2456,0.6179,0.2604,0.1634,0.0674,0.1866,0.2511,0.4338,0.918,83.3,67.4,91.3,36.2,39.4,65.6,50.5,32.0,27.0,0.0
169.8,83.2,28.8522,0.2541,0.1914,0.2895,0.4593,0.3456,1.3277,0.6303,0.2721,0.1738,0.0734,0.1901,0.2526,0.4421,0.9452,101.0,85.1,102.0,43.1,46.2,75.1,56.6,39.1,33.8,1.0
160.6,49.2,19.0512,0.2357,0.1818,0.2842,0.4603,0.3345,1.2966,0.6175,0.2582,0.1456,0.0616,0.1839,0.2532,0.4371,0.9046,81.9,64.1,91.7,37.9,41.5,70.2,50.0,31.1,25.2,0.0
169.1,93.4,32.6467,0.2656,0.2035,0.2892,0.4685,0.349,1.305,0.6173,0.2718,0.1779,0.0775,0.1919,0.2577,0.4415,0.9636,105.0,91.4,108.1,44.9,46.0,74.7,61.5,41.1,35.7,1.0
158.8,49.1,19.4646,0.2353,0.1814,0.2765,0.4606,0.3394,1.297,0.6003,0.2613,0.149,0.0625,0.1867,0.2533,0.443,0.9142,81.7,66.5,90.5,37.4,41.5,70.4,50.3,31.2,25.1,0.0
171.1,82.1,28.0434,0.264,0.1914,0.2885,0.4604,0.3527,1.3797,0.6265,0.2689,0.1589,0.0731,0.194,0.2532,0.4406,0.9693,100.2,87.9,102.8,45.2,46.0,75.4,58.2,39.3,33.9,1.0
172.1,64.3,21.7281,0.2525,0.174,0.2914,0.4601,0.3428,1.4517,0.6333,0.2719,0.157,0.0672,0.1885,0.2531,0.4431,0.938,94.2,76.1,94.0,43.5,46.8,76.3,53.2,36.3,30.5,1.0
176.5,69.4,22.2738,0.2552,0.1764,0.2893,0.4685,0.3497,1.447,0.6176,0.2729,0.1551,0.0685,0.1923,0.2577,0.446,0.9547,97.5,77.9,97.8,45.1,48.2,78.7,53.5,38.0,31.5,1.0
160.1,52.5,20.4931,0.2338,0.1874,0.2839,0.4624,0.3405,1.2471,0.614,0.2613,0.1473,0.0634,0.1873,0.2543,0.4313,0.9147,84.9,66.5,94.2,37.4,41.8,69.1,51.7,31.9,25.5,0.0
167.7,68.0,24.171,0.2533,0.1797,0.2919,0.4639,0.3476,1.4096,0.6292,0.2678,0.165,0.07,0.1912,0.2552,0.4429,0.9484,94.1,80.6,94.6,42.5,44.9,74.3,51.9,36.8,30.3,1.0
164.5,77.5,28.6444,0.2456,0.2095,0.2777,0.4673,0.3362,1.172,0.5941,0.2605,0.1687,0.0711,0.1849,0.257,0.4366,0.918,97.1,80.3,108.2,40.4,42.9,71.8,59.2,36.7,30.9,0.0
160.3,73.5,28.5955,0.2459,0.211,0.2829,0.4659,0.3349,1.1656,0.6073,0.2667,0.1701,0.0725,0.1842,0.2562,0.4384,0.9157,94.5,78.4,106.2,39.4,42.7,70.3,57.1,36.5,29.8,0.0
158.5,48.9,19.4679,0.2284,0.1827,0.2812,0.4648,0.3351,1.2503,0.605,0.2602,0.1519,0.0621,0.1843,0.2556,0.4392,0.8985,81.5,64.1,90.9,36.2,41.2,69.6,51.7,30.9,24.6,0.0
172.3,59.4,20.0226,0.2481,0.1707,0.293,0.4564,0.3447,1.4536,0.642,0.2755,0.1552,0.0656,0.1896,0.251,0.443,0.9374,90.0,76.1,92.3,42.7,47.5,76.3,51.3,35.5,30.4,1.0
170.6,62.2,21.3724,0.2485,0.1748,0.2906,0.4628,0.3502,1.422,0.6278,0.2692,0.1559,0.0673,0.1926,0.2546,0.4429,0.949,89.8,78.0,93.6,42.4,45.9,75.6,51.9,36.0,29.8,1.0
151.7,68.5,29.7496,0.2404,0.2123,0.2814,0.4567,0.3381,1.1325,0.6162,0.2661,0.1763,0.0728,0.186,0.2512,0.4348,0.9167,90.9,73.6,101.2,36.5,40.4,66.0,55.2,34.7,28.4,0.0
178.3,50.9,16.0,0.2446,0.158,0.291,0.4643,0.3472,1.5481,0.6267,0.276,0.1375,0.0615,0.191,0.2554,0.4367,0.9391,87.0,72.2,88.4,43.6,49.2,77.9,48.9,34.4,27.3,1.0
166.1,55.3,20.0516,0.2371,0.1839,0.2767,0.4664,0.3375,1.2896,0.5932,0.2622,0.1459,0.0631,0.1856,0.2565,0.4384,0.9121,88.5,70.2,95.9,39.4,43.6,72.8,52.6,32.9,26.5,0.0
154.7,55.1,23.0295,0.2384,0.1911,0.28,0.4604,0.3347,1.2476,0.6081,0.2634,0.1591,0.0658,0.1841,0.2532,0.438,0.9078,86.0,69.6,92.8,36.9,40.7,67.7,51.8,31.9,26.3,0.0
174.6,83.5,27.3742,0.2613,0.1884,0.2937,0.4683,0.3492,1.3868,0.6272,0.2713,0.1655,0.0724,0.192,0.2576,0.445,0.9597,102.3,87.3,103.3,45.6,47.4,77.7,58.5,39.7,34.6,1.0
157.6,65.7,26.4405,0.2393,0.204,0.2831,0.462,0.3374,1.1732,0.6128,0.2625,0.1688,0.0696,0.1856,0.2541,0.4358,0.9141,91.1,71.7,101.0,37.7,41.4,68.7,55.4,34.4,28.1,0.0
157.4,68.4,27.6143,0.2392,0.2061,0.2852,0.4585,0.3398,1.1606,0.622,0.2624,0.1672,0.0706,0.1869,0.2522,0.441,0.9188,94.7,75.2,101.9,37.7,41.3,69.4,57.1,34.9,29.7,0.0
177.8,60.5,19.1366,0.2487,0.1659,0.2919,0.461,0.349,1.4993,0.6332,0.2754,0.1463,0.0646,0.1919,0.2535,0.4457,0.9466,89.8,77.7,92.6,44.2,49.0,79.2,51.8,36.0,30.1,1.0
179.7,72.4,22.4043,0.2534,0.1768,0.2914,0.4616,0.3561,1.4333,0.6313,0.272,0.1633,0.0686,0.1959,0.2539,0.4416,0.9657,95.7,81.6,99.8,45.5,48.9,79.4,57.3,38.7,32.8,1.0
168.1,59.8,21.1559,0.2507,0.1704,0.2924,0.4629,0.3539,1.4707,0.6315,0.2728,0.1531,0.0663,0.1947,0.2546,0.4443,0.9585,89.2,74.9,89.9,42.1,45.8,74.7,51.3,35.0,29.9,1.0
184.3,97.5,28.6847,0.2586,0.194,0.2916,0.4675,0.3439,1.3334,0.6237,0.2739,0.1724,0.0741,0.1892,0.2572,0.4385,0.9465,108.4,96.4,112.3,47.7,50.5,80.8,63.4,42.9,36.0,1.0
163.4,84.2,31.5273,0.2646,0.2057,0.2911,0.4589,0.3516,1.2868,0.6345,0.2749,0.1868,0.0768,0.1934,0.2524,0.4414,0.9678,99.6,87.1,105.5,43.2,44.9,72.1,56.9,39.4,33.5,1.0
170.6,61.8,21.2299,0.2348,0.1869,0.281,0.4552,0.3342,1.2563,0.6173,0.2624,0.1516,0.0645,0.1838,0.2503,0.4387,0.9032,91.3,73.2,100.1,40.1,44.8,74.8,55.3,34.6,28.2,0.0
176.3,67.3,21.6504,0.2537,0.1734,0.2858,0.4708,0.3475,1.4627,0.607,0.2724,0.151,0.0673,0.1911,0.2589,0.4422,0.9487,94.0,80.3,96.0,44.7,48.0,78.0,53.3,37.3,30.7,1.0
142.1,50.6,25.0546,0.2373,0.1961,0.28,0.4661,0.3382,1.2104,0.6007,0.2608,0.1621,0.0673,0.186,0.2564,0.4357,0.9137,81.3,66.1,87.5,33.7,37.1,61.9,50.1,30.0,24.4,0.0
163.9,75.2,27.9992,0.2461,0.2089,0.281,0.4617,0.3368,1.1783,0.6086,0.2621,0.1699,0.0705,0.1852,0.2539,0.4339,0.9197,97.1,78.1,107.5,40.3,43.0,71.1,58.7,36.3,29.3,0.0
164.7,72.9,26.8633,0.2422,0.203,0.2809,0.4598,0.3347,1.1929,0.6109,0.2649,0.1635,0.07,0.1841,0.2529,0.4355,0.9117,95.8,77.4,105.0,39.9,43.6,71.7,58.2,36.2,30.1,0.0
182.9,72.3,21.631,0.2514,0.1698,0.2868,0.4608,0.3474,1.4805,0.6223,0.2724,0.1591,0.0685,0.1911,0.2535,0.4388,0.9462,97.3,84.8,97.5,46.0,49.8,80.3,55.1,39.3,32.2,1.0
164.5,43.3,16.0,0.2302,0.1685,0.2787,0.4683,0.3378,1.3666,0.5951,0.2629,0.1365,0.0574,0.1858,0.2575,0.4374,0.9057,81.2,63.4,87.0,37.9,43.3,72.0,48.3,29.7,23.9,0.0
173.1,79.7,26.6059,0.2584,0.1872,0.2892,0.4626,0.3502,1.3803,0.6252,0.2725,0.1694,0.0722,0.1926,0.2544,0.4436,0.9589,100.0,86.0,101.8,44.7,47.2,76.8,58.0,39.3,33.7,1.0
161.7,75.0,28.7076,0.2392,0.2077,0.282,0.4632,0.3379,1.1513,0.6088,0.2633,0.1718,0.0716,0.1859,0.2547,0.441,0.915,94.7,76.8,105.5,38.7,42.6,71.3,57.9,36.3,29.4,0.0
171.2,79.0,26.9802,0.2602,0.1874,0.2957,0.4705,0.3535,1.3887,0.6285,0.2746,0.1665,0.0738,0.1944,0.2588,0.4402,0.9672,100.1,85.7,100.7,44.5,47.0,75.3,56.7,39.7,33.9,1.0
163.7,58.7,21.9016,0.2392,0.1837,0.2822,0.4647,0.34,1.3025,0.6073,0.2611,0.1539,0.0649,0.187,0.2556,0.4401,0.9192,90.2,71.4,94.4,39.1,42.7,72.0,53.4,33.4,27.3,0.0
181.1,76.3,23.2437,0.2571,0.1789,0.2898,0.4745,0.3526,1.4369,0.6107,0.277,0.16,0.0692,0.1939,0.261,0.4434,0.9624,101.5,85.7,101.8,46.6,50.2,80.3,56.4,39.4,34.0,1.0
177.1,58.5,18.6428,0.2524,0.1668,0.2908,0.4638,0.3505,1.5131,0.6269,0.2723,0.1544,0.0652,0.1928,0.2551,0.4395,0.9534,90.0,75.6,92.8,44.7,48.2,77.8,50.0,36.2,29.4,1.0
158.6,56.1,22.3009,0.2375,0.1899,0.282,0.4642,0.3377,1.2507,0.6076,0.2609,0.1568,0.0656,0.1857,0.2553,0.439,0.913,88.3,68.6,94.6,37.7,41.4,69.6,51.9,32.7,27.0,0.0
147.2,58.7,27.1055,0.2434,0.2055,0.277,0.4585,0.3365,1.1845,0.6041,0.2626,0.1677,0.0705,0.1851,0.2522,0.4393,0.9164,86.4,68.8,95.0,35.8,38.7,64.7,52.6,32.6,26.8,0.0
179.1,65.8,20.5101,0.2457,0.1725,0.2918,0.4582,0.3474,1.4241,0.6368,0.2704,0.1532,0.0663,0.1911,0.252,0.4406,0.9404,93.3,79.6,97.0,44.0,48.4,78.9,53.5,37.3,31.6,1.0
162.7,57.2,21.6122,0.2357,0.1852,0.285,0.4621,0.3321,1.2726,0.6167,0.2614,0.1499,0.0645,0.1827,0.2542,0.4358,0.8999,88.0,68.2,94.6,38.4,42.5,70.9,53.1,33.0,26.4,0.0
167.4,85.6,30.5548,0.2608,0.1949,0.2926,0.4731,0.3554,1.3385,0.6185,0.2747,0.1767,0.0768,0.1955,0.2602,0.4408,0.9716,100.1,87.2,102.4,43.7,46.0,73.8,58.9,40.4,33.7,1.0
187.0,68.4,19.5739,0.2508,0.1678,0.2907,0.4727,0.3544,1.4948,0.615,0.267,0.1464,0.0659,0.1949,0.26,0.4409,0.9597,97.3,82.2,98.5,46.9,49.9,82.4,56.3,38.7,31.6,1.0
174.1,82.2,27.1126,0.2623,0.1913,0.2894,0.4609,0.3455,1.3712,0.6278,0.2753,0.1585,0.0738,0.19,0.2535,0.4413,0.9533,100.6,88.2,104.6,45.7,47.9,76.8,57.9,40.3,33.5,1.0
168.7,71.8,25.2121,0.2404,0.1998,0.2786,0.468,0.3392,1.2034,0.5954,0.2619,0.1672,0.0675,0.1866,0.2574,0.4379,0.9189,96.3,77.7,105.8,40.6,44.2,73.9,58.1,35.8,29.3,0.0
163.1,62.8,23.5988,0.2368,0.1958,0.282,0.4577,0.3332,1.2095,0.6161,0.2624,0.1621,0.0664,0.1832,0.2517,0.4333,0.9031,91.7,71.6,100.3,38.6,42.8,70.7,54.3,34.0,28.1,0.0
173.0,69.9,23.3551,0.2514,0.1815,0.2887,0.4669,0.3463,1.3848,0.6185,0.2752,0.157,0.0692,0.1904,0.2568,0.4408,0.9439,95.4,81.9,98.6,43.5,47.6,76.3,54.7,37.6,31.1,1.0
154.1,38.0,16.0,0.232,0.17,0.2832,0.4596,0.3362,1.3648,0.6161,0.2565,0.1385,0.0583,0.1849,0.2528,0.4434,0.9044,75.5,57.1,82.2,35.7,39.5,68.3,44.0,28.2,22.7,0.0
146.1,43.1,20.1947,0.2319,0.1844,0.282,0.4593,0.3418,1.2575,0.6139,0.2642,0.1502,0.0625,0.188,0.2526,0.4448,0.9154,76.9,59.4,84.6,33.9,38.6,65.0,46.5,28.7,24.2,0.0
154.7,55.3,23.1184,0.238,0.1935,0.2804,0.4597,0.3355,1.23,0.61,0.261,0.159,0.0663,0.1845,0.2528,0.4347,0.9089,87.5,69.2,94.0,36.8,40.4,67.2,51.5,32.2,26.6,0.0
162.0,58.9,22.4556,0.2402,0.1896,0.2779,0.4652,0.3367,1.2672,0.5974,0.263,0.1567,0.0651,0.1852,0.2559,0.4351,0.9136,87.3,69.5,96.4,38.9,42.6,70.5,50.9,33.1,27.6,0.0
155.8,53.9,22.2334,0.2394,0.186,0.2803,0.4657,0.3381,1.287,0.6019,0.2616,0.1577,0.0646,0.186,0.2561,0.4333,0.9156,85.9,67.5,91.0,37.3,40.8,67.5,51.0,31.6,26.1,0.0
170.7,85.6,29.3755,0.26,0.1942,0.2938,0.468,0.3385,1.3392,0.6278,0.2741,0.1661,0.0756,0.1862,0.2574,0.441,0.9371,99.9,87.6,104.1,44.4,46.8,75.3,59.4,40.5,34.7,1.0
153.1,52.5,22.4098,0.2351,0.1852,0.2818,0.4577,0.338,1.2695,0.6158,0.2598,0.1553,0.0657,0.1859,0.2517,0.4335,0.9111,84.8,66.2,89.0,36.0,39.8,66.3,50.2,31.6,25.2,0.0
158.1,63.7,25.4802,0.2353,0.1999,0.2787,0.4645,0.3398,1.1771,0.5999,0.2638,0.1605,0.0682,0.1869,0.2555,0.4295,0.9149,90.9,72.2,99.2,37.2,41.7,67.9,55.5,33.9,27.8,0.0
152.4,58.2,25.042,0.2413,0.1993,0.2779,0.4641,0.343,1.2103,0.5988,0.26,0.1632,0.0683,0.1887,0.2553,0.433,0.9273,87.6,67.5,95.4,36.8,39.6,66.0,52.9,32.7,27.3,0.0
153.7,54.0,22.879,0.2389,0.19,0.2762,0.465,0.3348,1.2576,0.5939,0.2709,0.1639,0.0653,0.1841,0.2558,0.4409,0.9085,85.2,68.7,91.7,36.7,41.6,67.8,50.9,31.5,25.9,0.0
160.9,63.3,24.4573,0.2369,0.196,0.279,0.4663,0.3347,1.2087,0.5984,0.2582,0.1609,0.0673,0.1841,0.2565,0.4367,0.9063,92.1,72.8,99.0,38.1,41.5,70.3,54.9,34.0,28.0,0.0
160.2,61.0,23.7746,0.2404,0.197,0.2805,0.4683,0.337,1.2204,0.599,0.2639,0.1608,0.0661,0.1853,0.2576,0.4399,0.9144,90.3,71.0,99.1,38.5,42.3,70.5,54.8,33.2,28.0,0.0
176.1,87.4,28.1952,0.2582,0.1901,0.2937,0.4629,0.3442,1.358,0.6345,0.2758,0.1781,0.0732,0.1893,0.2546,0.4443,0.9465,104.5,91.3,105.1,45.5,48.6,78.3,58.6,40.5,34.9,1.0
161.8,56.7,21.6356,0.2348,0.1918,0.2808,0.4619,0.336,1.224,0.6079,0.2648,0.1523,0.0643,0.1848,0.2541,0.4395,0.9067,87.6,70.3,97.5,38.0,42.9,71.1,52.2,32.7,26.6,0.0
157.4,72.6,29.3044,0.243,0.2075,0.2861,0.4665,0.3395,1.1712,0.6134,0.2595,0.1782,0.0719,0.1867,0.2566,0.4356,0.9221,95.4,76.6,102.5,38.3,40.8,68.6,57.8,35.5,29.8,0.0
180.8,81.0,24.7652,0.2531,0.1814,0.2873,0.4681,0.3471,1.3954,0.6138,0.2717,0.1664,0.0712,0.1909,0.2575,0.4393,0.9474,102.4,88.8,103.0,45.8,49.1,79.4,57.2,40.4,34.6,1.0
157.3,72.7,29.3753,0.2388,0.2091,0.2804,0.462,0.3396,1.1419,0.6069,0.2624,0.1731,0.0718,0.1868,0.2541,0.4366,0.9181,96.2,75.4,103.3,37.6,41.3,68.7,57.7,35.4,30.2,0.0
176.4,80.4,25.8626,0.259,0.1841,0.2901,0.4615,0.3465,1.4073,0.6286,0.2739,0.1656,0.0707,0.1906,0.2538,0.4396,0.9521,99.7,84.7,101.9,45.7,48.3,77.5,57.5,39.2,33.9,1.0
151.8,46.0,19.9738,0.2367,0.182,0.2833,0.4632,0.3392,1.3006,0.6117,0.2617,0.1469,0.0635,0.1866,0.2547,0.438,0.9151,80.9,61.3,86.7,35.9,39.7,66.5,49.2,30.3,24.7,0.0
166.5,79.1,28.5149,0.2565,0.1929,0.2867,0.4569,0.3433,1.3299,0.6276,0.2747,0.1747,0.0737,0.1888,0.2513,0.4423,0.9431,98.8,86.1,100.8,42.7,45.7,73.7,56.9,38.5,33.2,1.0
161.6,58.8,22.4913,0.237,0.1885,0.2792,0.4577,0.3383,1.2572,0.6099,0.2598,0.1594,0.0649,0.186,0.2517,0.44,0.9135,88.6,68.3,95.7,38.3,42.0,71.1,53.3,33.0,27.1,0.0
161.0,67.9,26.1834,0.2376,0.1989,0.2774,0.4587,0.3378,1.1945,0.6046,0.2668,0.1649,0.0698,0.1858,0.2523,0.4389,0.9131,94.7,74.4,100.6,38.3,43.0,70.7,55.5,35.3,29.0,0.0
148.9,50.3,22.6793,0.2331,0.19,0.2819,0.4591,0.3349,1.2271,0.614,0.2635,0.1631,0.0653,0.1842,0.2525,0.4427,0.9028,82.0,63.6,88.8,34.7,39.2,65.9,49.6,30.5,25.2,0.0
162.3,62.2,23.6213,0.2412,0.1984,0.2799,0.4607,0.3307,1.2157,0.6076,0.2645,0.1631,0.0666,0.1819,0.2534,0.4376,0.9025,90.7,70.7,101.1,39.2,42.9,71.0,55.9,34.0,27.6,0.0
179.4,83.0,25.7975,0.2547,0.1845,0.2922,0.4677,0.3518,1.3805,0.6249,0.2729,0.1734,0.0716,0.1935,0.2572,0.4425,0.9583,101.1,88.7,103.9,45.7,49.0,79.4,57.5,40.3,34.4,1.0
